transcript_id	gene_id	gene_name
ENSSSCT00000090817	ENSSSCG00000005020	ATL1
ENSSSCT00000005536	ENSSSCG00000005020	ATL1
ENSSSCT00000005535	ENSSSCG00000005020	ATL1
ENSSSCT00000079477	ENSSSCG00000005786	SNRPA1
ENSSSCT00000076615	ENSSSCG00000005786	SNRPA1
ENSSSCT00000074229	ENSSSCG00000005786	SNRPA1
ENSSSCT00000077979	ENSSSCG00000005786	SNRPA1
ENSSSCT00000065709	ENSSSCG00000005786	SNRPA1
ENSSSCT00000037543	ENSSSCG00000005786	SNRPA1
ENSSSCT00000072894	ENSSSCG00000005786	SNRPA1
ENSSSCT00000006362	ENSSSCG00000005786	SNRPA1
ENSSSCT00000087885	ENSSSCG00000051767	ENSSSCG00000051767
ENSSSCT00000005459	ENSSSCG00000004947	LCTL
ENSSSCT00000005460	ENSSSCG00000004948	SMAD6
ENSSSCT00000073144	ENSSSCG00000004971	TLE3
ENSSSCT00000005484	ENSSSCG00000004971	TLE3
ENSSSCT00000005537	ENSSSCG00000005021	SAV1
ENSSSCT00000079048	ENSSSCG00000038767	MBP
ENSSSCT00000105391	ENSSSCG00000038767	MBP
ENSSSCT00000094779	ENSSSCG00000038767	MBP
ENSSSCT00000105542	ENSSSCG00000038767	MBP
ENSSSCT00000097259	ENSSSCG00000038767	MBP
ENSSSCT00000065860	ENSSSCG00000038767	MBP
ENSSSCT00000102349	ENSSSCG00000038767	MBP
ENSSSCT00000042153	ENSSSCG00000038767	MBP
ENSSSCT00000053022	ENSSSCG00000038767	MBP
ENSSSCT00000040895	ENSSSCG00000038767	MBP
ENSSSCT00000070641	ENSSSCG00000004963	ENSSSCG00000004963
ENSSSCT00000005538	ENSSSCG00000005022	NIN
ENSSSCT00000053603	ENSSSCG00000005022	NIN
ENSSSCT00000057533	ENSSSCG00000032244	SPESP1
ENSSSCT00000079965	ENSSSCG00000004966	NOX5
ENSSSCT00000022924	ENSSSCG00000026078	GLCE
ENSSSCT00000061797	ENSSSCG00000004968	PAQR5
ENSSSCT00000100087	ENSSSCG00000005024	PYGL
ENSSSCT00000073693	ENSSSCG00000005024	PYGL
ENSSSCT00000097276	ENSSSCG00000005024	PYGL
ENSSSCT00000072254	ENSSSCG00000005024	PYGL
ENSSSCT00000073774	ENSSSCG00000005024	PYGL
ENSSSCT00000005540	ENSSSCG00000005024	PYGL
ENSSSCT00000053505	ENSSSCG00000005024	PYGL
ENSSSCT00000048615	ENSSSCG00000005024	PYGL
ENSSSCT00000048440	ENSSSCG00000005024	PYGL
ENSSSCT00000078535	ENSSSCG00000005024	PYGL
ENSSSCT00000078191	ENSSSCG00000004969	KIF23
ENSSSCT00000051652	ENSSSCG00000004969	KIF23
ENSSSCT00000005481	ENSSSCG00000004969	KIF23
ENSSSCT00000096784	ENSSSCG00000004969	KIF23
ENSSSCT00000047705	ENSSSCG00000004969	KIF23
ENSSSCT00000045915	ENSSSCG00000004970	RPLP1
ENSSSCT00000005482	ENSSSCG00000004970	RPLP1
ENSSSCT00000025136	ENSSSCG00000023533	ZNF236
ENSSSCT00000023890	ENSSSCG00000023533	ZNF236
ENSSSCT00000081134	ENSSSCG00000004952	SMAD3
ENSSSCT00000098594	ENSSSCG00000004952	SMAD3
ENSSSCT00000005464	ENSSSCG00000004952	SMAD3
ENSSSCT00000023698	ENSSSCG00000005023	ABHD12B
ENSSSCT00000101833	ENSSSCG00000004859	ZNF516
ENSSSCT00000054815	ENSSSCG00000004859	ZNF516
ENSSSCT00000103910	ENSSSCG00000005025	TRIM9
ENSSSCT00000100609	ENSSSCG00000005025	TRIM9
ENSSSCT00000092112	ENSSSCG00000005025	TRIM9
ENSSSCT00000005541	ENSSSCG00000005025	TRIM9
ENSSSCT00000005362	ENSSSCG00000004856	NFATC1
ENSSSCT00000086038	ENSSSCG00000004856	NFATC1
ENSSSCT00000052375	ENSSSCG00000004856	NFATC1
ENSSSCT00000053635	ENSSSCG00000004856	NFATC1
ENSSSCT00000005361	ENSSSCG00000004856	NFATC1
ENSSSCT00000083044	ENSSSCG00000004856	NFATC1
ENSSSCT00000041715	ENSSSCG00000004856	NFATC1
ENSSSCT00000005463	ENSSSCG00000004951	AAGAB
ENSSSCT00000039105	ENSSSCG00000004951	AAGAB
ENSSSCT00000053258	ENSSSCG00000038422	TMX1
ENSSSCT00000096778	ENSSSCG00000038422	TMX1
ENSSSCT00000086830	ENSSSCG00000038422	TMX1
ENSSSCT00000049360	ENSSSCG00000057448	ENSSSCG00000057448
ENSSSCT00000005466	ENSSSCG00000004954	C15orf61
ENSSSCT00000079501	ENSSSCG00000005002	MDGA2
ENSSSCT00000042405	ENSSSCG00000005002	MDGA2
ENSSSCT00000005516	ENSSSCG00000005001	RPL10L
ENSSSCT00000090771	ENSSSCG00000004955	MAP2K5
ENSSSCT00000065488	ENSSSCG00000004955	MAP2K5
ENSSSCT00000060702	ENSSSCG00000004955	MAP2K5
ENSSSCT00000024115	ENSSSCG00000004955	MAP2K5
ENSSSCT00000067786	ENSSSCG00000004955	MAP2K5
ENSSSCT00000054919	ENSSSCG00000004955	MAP2K5
ENSSSCT00000082460	ENSSSCG00000004955	MAP2K5
ENSSSCT00000098122	ENSSSCG00000061989	ENSSSCG00000061989
ENSSSCT00000082728	ENSSSCG00000030679	C14orf28
ENSSSCT00000005509	ENSSSCG00000030679	C14orf28
ENSSSCT00000039734	ENSSSCG00000004996	KLHL28
ENSSSCT00000039813	ENSSSCG00000027765	TOGARAM1
ENSSSCT00000037091	ENSSSCG00000027765	TOGARAM1
ENSSSCT00000042534	ENSSSCG00000027765	TOGARAM1
ENSSSCT00000073105	ENSSSCG00000004857	ATP9B
ENSSSCT00000005360	ENSSSCG00000004857	ATP9B
ENSSSCT00000005363	ENSSSCG00000004857	ATP9B
ENSSSCT00000005468	ENSSSCG00000004956	SKOR1
ENSSSCT00000103610	ENSSSCG00000004956	SKOR1
ENSSSCT00000005511	ENSSSCG00000004997	PRPF39
ENSSSCT00000060031	ENSSSCG00000021217	FKBP3
ENSSSCT00000026628	ENSSSCG00000021217	FKBP3
ENSSSCT00000026593	ENSSSCG00000004958	PIAS1
ENSSSCT00000053365	ENSSSCG00000040521	ENSSSCG00000040521
ENSSSCT00000005515	ENSSSCG00000005000	FANCM
ENSSSCT00000061562	ENSSSCG00000005000	FANCM
ENSSSCT00000005364	ENSSSCG00000004858	SALL3
ENSSSCT00000037746	ENSSSCG00000004858	SALL3
ENSSSCT00000086916	ENSSSCG00000026517	CALML4
ENSSSCT00000081458	ENSSSCG00000026517	CALML4
ENSSSCT00000093069	ENSSSCG00000057943	ENSSSCG00000057943
ENSSSCT00000105568	ENSSSCG00000060932	ENSSSCG00000060932
ENSSSCT00000079797	ENSSSCG00000004957	CLN6
ENSSSCT00000005469	ENSSSCG00000004957	CLN6
ENSSSCT00000080326	ENSSSCG00000004957	CLN6
ENSSSCT00000078989	ENSSSCG00000004957	CLN6
ENSSSCT00000088985	ENSSSCG00000004957	CLN6
ENSSSCT00000082052	ENSSSCG00000004957	CLN6
ENSSSCT00000047979	ENSSSCG00000004957	CLN6
ENSSSCT00000065948	ENSSSCG00000004957	CLN6
ENSSSCT00000005367	ENSSSCG00000004861	TSHZ1
ENSSSCT00000061684	ENSSSCG00000032488	PTGR3
ENSSSCT00000100649	ENSSSCG00000053589	ENSSSCG00000053589
ENSSSCT00000023490	ENSSSCG00000004999	MIS18BP1
ENSSSCT00000096367	ENSSSCG00000063467	ENSSSCG00000063467
ENSSSCT00000082097	ENSSSCG00000047027	ENSSSCG00000047027
ENSSSCT00000069157	ENSSSCG00000046029	ENSSSCG00000046029
ENSSSCT00000077969	ENSSSCG00000049486	ENSSSCG00000049486
ENSSSCT00000105599	ENSSSCG00000063113	ENSSSCG00000063113
ENSSSCT00000102925	ENSSSCG00000051927	ENSSSCG00000051927
ENSSSCT00000097610	ENSSSCG00000055454	ENSSSCG00000055454
ENSSSCT00000093345	ENSSSCG00000063380	ENSSSCG00000063380
ENSSSCT00000097525	ENSSSCG00000060317	ENSSSCG00000060317
ENSSSCT00000106811	ENSSSCG00000004869	CNDP1
ENSSSCT00000083665	ENSSSCG00000004869	CNDP1
ENSSSCT00000086249	ENSSSCG00000004869	CNDP1
ENSSSCT00000005375	ENSSSCG00000004869	CNDP1
ENSSSCT00000092999	ENSSSCG00000061190	ENSSSCG00000061190
ENSSSCT00000031923	ENSSSCG00000022419	FEM1B
ENSSSCT00000099329	ENSSSCG00000060134	ENSSSCG00000060134
ENSSSCT00000097879	ENSSSCG00000051962	ENSSSCG00000051962
ENSSSCT00000106591	ENSSSCG00000060555	ENSSSCG00000060555
ENSSSCT00000072408	ENSSSCG00000044998	ENSSSCG00000044998
ENSSSCT00000047593	ENSSSCG00000004961	ITGA11
ENSSSCT00000105065	ENSSSCG00000055510	ENSSSCG00000055510
ENSSSCT00000085363	ENSSSCG00000047397	ENSSSCG00000047397
ENSSSCT00000093467	ENSSSCG00000062330	ENSSSCG00000062330
ENSSSCT00000096616	ENSSSCG00000057688	ENSSSCG00000057688
ENSSSCT00000101571	ENSSSCG00000057735	ENSSSCG00000057735
ENSSSCT00000103115	ENSSSCG00000060893	ENSSSCG00000060893
ENSSSCT00000099584	ENSSSCG00000053089	ENSSSCG00000053089
ENSSSCT00000075023	ENSSSCG00000041460	ENSSSCG00000041460
ENSSSCT00000078692	ENSSSCG00000004962	CORO2B
ENSSSCT00000063026	ENSSSCG00000004962	CORO2B
ENSSSCT00000069283	ENSSSCG00000004962	CORO2B
ENSSSCT00000005474	ENSSSCG00000004962	CORO2B
ENSSSCT00000039054	ENSSSCG00000004962	CORO2B
ENSSSCT00000105176	ENSSSCG00000062675	ENSSSCG00000062675
ENSSSCT00000095007	ENSSSCG00000056880	ENSSSCG00000056880
ENSSSCT00000097272	ENSSSCG00000062954	ENSSSCG00000062954
ENSSSCT00000105246	ENSSSCG00000061533	ENSSSCG00000061533
ENSSSCT00000091617	ENSSSCG00000047931	ENSSSCG00000047931
ENSSSCT00000099050	ENSSSCG00000062083	ENSSSCG00000062083
ENSSSCT00000100471	ENSSSCG00000057854	ENSSSCG00000057854
ENSSSCT00000078054	ENSSSCG00000043563	ENSSSCG00000043563
ENSSSCT00000103385	ENSSSCG00000062712	ENSSSCG00000062712
ENSSSCT00000095309	ENSSSCG00000051922	ENSSSCG00000051922
ENSSSCT00000071669	ENSSSCG00000042839	ENSSSCG00000042839
ENSSSCT00000104212	ENSSSCG00000063237	ENSSSCG00000063237
ENSSSCT00000099771	ENSSSCG00000063081	ENSSSCG00000063081
ENSSSCT00000102266	ENSSSCG00000056226	ENSSSCG00000056226
ENSSSCT00000096371	ENSSSCG00000057548	ENSSSCG00000057548
ENSSSCT00000090797	ENSSSCG00000049234	ENSSSCG00000049234
ENSSSCT00000073440	ENSSSCG00000049234	ENSSSCG00000049234
ENSSSCT00000094093	ENSSSCG00000062934	U6
ENSSSCT00000098134	ENSSSCG00000062074	Metazoa_SRP
ENSSSCT00000097801	ENSSSCG00000061992	U6
ENSSSCT00000079112	ENSSSCG00000049730	ENSSSCG00000049730
ENSSSCT00000021480	ENSSSCG00000019885	SNORD127
ENSSSCT00000104072	ENSSSCG00000004870	CNDP2
ENSSSCT00000005376	ENSSSCG00000004870	CNDP2
ENSSSCT00000044108	ENSSSCG00000004870	CNDP2
ENSSSCT00000019972	ENSSSCG00000018377	U6
ENSSSCT00000093766	ENSSSCG00000057267	Metazoa_SRP
ENSSSCT00000063271	ENSSSCG00000059807	Metazoa_SRP
ENSSSCT00000021681	ENSSSCG00000020086	U6
ENSSSCT00000055326	ENSSSCG00000061043	ssc-mir-1285
ENSSSCT00000054775	ENSSSCG00000057961	ssc-mir-1285
ENSSSCT00000040640	ENSSSCG00000039486	DIPK1C
ENSSSCT00000049297	ENSSSCG00000004973	UACA
ENSSSCT00000042141	ENSSSCG00000004973	UACA
ENSSSCT00000063140	ENSSSCG00000004973	UACA
ENSSSCT00000037935	ENSSSCG00000004973	UACA
ENSSSCT00000051009	ENSSSCG00000004973	UACA
ENSSSCT00000075774	ENSSSCG00000004973	UACA
ENSSSCT00000058328	ENSSSCG00000004973	UACA
ENSSSCT00000005485	ENSSSCG00000004973	UACA
ENSSSCT00000040641	ENSSSCG00000004973	UACA
ENSSSCT00000005348	ENSSSCG00000004847	MPHOSPH10
ENSSSCT00000060425	ENSSSCG00000035696	MCEE
ENSSSCT00000096613	ENSSSCG00000035696	MCEE
ENSSSCT00000040703	ENSSSCG00000004849	APBA2
ENSSSCT00000005353	ENSSSCG00000004849	APBA2
ENSSSCT00000005354	ENSSSCG00000004850	ENTREP2
ENSSSCT00000024292	ENSSSCG00000004854	TJP1
ENSSSCT00000005359	ENSSSCG00000004854	TJP1
ENSSSCT00000063278	ENSSSCG00000004854	TJP1
ENSSSCT00000057241	ENSSSCG00000004854	TJP1
ENSSSCT00000051548	ENSSSCG00000004854	TJP1
ENSSSCT00000005486	ENSSSCG00000004974	LARP6
ENSSSCT00000005488	ENSSSCG00000004976	LRRC49
ENSSSCT00000079826	ENSSSCG00000004976	LRRC49
ENSSSCT00000052308	ENSSSCG00000033540	ENSSSCG00000033540
ENSSSCT00000092225	ENSSSCG00000054407	ENSSSCG00000054407
ENSSSCT00000081092	ENSSSCG00000036984	GALR1
ENSSSCT00000005492	ENSSSCG00000004980	THSD4
ENSSSCT00000005493	ENSSSCG00000004980	THSD4
ENSSSCT00000005380	ENSSSCG00000004874	C18orf63
ENSSSCT00000051381	ENSSSCG00000004875	CYB5A
ENSSSCT00000081358	ENSSSCG00000004875	CYB5A
ENSSSCT00000067006	ENSSSCG00000004875	CYB5A
ENSSSCT00000005490	ENSSSCG00000004978	NR2E3
ENSSSCT00000049751	ENSSSCG00000004978	NR2E3
ENSSSCT00000046985	ENSSSCG00000037781	ENSSSCG00000037781
ENSSSCT00000006357	ENSSSCG00000005781	TARS3
ENSSSCT00000074904	ENSSSCG00000004979	MYO9A
ENSSSCT00000050576	ENSSSCG00000004979	MYO9A
ENSSSCT00000026784	ENSSSCG00000020859	CBLN2
ENSSSCT00000055783	ENSSSCG00000020859	CBLN2
ENSSSCT00000005345	ENSSSCG00000004843	TRPM1
ENSSSCT00000022859	ENSSSCG00000025616	SENP8
ENSSSCT00000028443	ENSSSCG00000026486	ENSSSCG00000026486
ENSSSCT00000023539	ENSSSCG00000024102	ENSSSCG00000024102
ENSSSCT00000047607	ENSSSCG00000026167	ENSSSCG00000026167
ENSSSCT00000085154	ENSSSCG00000004985	GEMIN2
ENSSSCT00000070976	ENSSSCG00000004985	GEMIN2
ENSSSCT00000096953	ENSSSCG00000004985	GEMIN2
ENSSSCT00000005498	ENSSSCG00000004985	GEMIN2
ENSSSCT00000029560	ENSSSCG00000004985	GEMIN2
ENSSSCT00000005346	ENSSSCG00000004844	MTMR10
ENSSSCT00000046959	ENSSSCG00000004844	MTMR10
ENSSSCT00000062611	ENSSSCG00000004986	TRAPPC6B
ENSSSCT00000005500	ENSSSCG00000004986	TRAPPC6B
ENSSSCT00000060435	ENSSSCG00000004986	TRAPPC6B
ENSSSCT00000086134	ENSSSCG00000004986	TRAPPC6B
ENSSSCT00000051955	ENSSSCG00000004845	FAN1
ENSSSCT00000043315	ENSSSCG00000004845	FAN1
ENSSSCT00000041967	ENSSSCG00000004845	FAN1
ENSSSCT00000104195	ENSSSCG00000022828	PNN
ENSSSCT00000069032	ENSSSCG00000022828	PNN
ENSSSCT00000087936	ENSSSCG00000022828	PNN
ENSSSCT00000055104	ENSSSCG00000022828	PNN
ENSSSCT00000022515	ENSSSCG00000022828	PNN
ENSSSCT00000072706	ENSSSCG00000032494	TIMM21
ENSSSCT00000051498	ENSSSCG00000032494	TIMM21
ENSSSCT00000005379	ENSSSCG00000004873	FBXO15
ENSSSCT00000030475	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000005502	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000051414	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000083148	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000065104	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000005496	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000065451	ENSSSCG00000004983	ENSSSCG00000004983
ENSSSCT00000073983	ENSSSCG00000032214	SOCS6
ENSSSCT00000059603	ENSSSCG00000032214	SOCS6
ENSSSCT00000054675	ENSSSCG00000032214	SOCS6
ENSSSCT00000076318	ENSSSCG00000032574	RTTN
ENSSSCT00000043505	ENSSSCG00000032574	RTTN
ENSSSCT00000045454	ENSSSCG00000038398	CD226
ENSSSCT00000030293	ENSSSCG00000028977	DOK6
ENSSSCT00000065685	ENSSSCG00000028977	DOK6
ENSSSCT00000052782	ENSSSCG00000005782	TM2D3
ENSSSCT00000006358	ENSSSCG00000005782	TM2D3
ENSSSCT00000070358	ENSSSCG00000005782	TM2D3
ENSSSCT00000059808	ENSSSCG00000040252	ENSSSCG00000040252
ENSSSCT00000094824	ENSSSCG00000052817	ENSSSCG00000052817
ENSSSCT00000093291	ENSSSCG00000061777	ENSSSCG00000061777
ENSSSCT00000079435	ENSSSCG00000041473	ENSSSCG00000041473
ENSSSCT00000072441	ENSSSCG00000042817	ENSSSCG00000042817
ENSSSCT00000063177	ENSSSCG00000038208	ENSSSCG00000038208
ENSSSCT00000103977	ENSSSCG00000038208	ENSSSCG00000038208
ENSSSCT00000097021	ENSSSCG00000063478	ENSSSCG00000063478
ENSSSCT00000101604	ENSSSCG00000063266	ENSSSCG00000063266
ENSSSCT00000096598	ENSSSCG00000056324	ENSSSCG00000056324
ENSSSCT00000096738	ENSSSCG00000062837	ENSSSCG00000062837
ENSSSCT00000068775	ENSSSCG00000041275	ENSSSCG00000041275
ENSSSCT00000092394	ENSSSCG00000056587	ENSSSCG00000056587
ENSSSCT00000099046	ENSSSCG00000060706	ENSSSCG00000060706
ENSSSCT00000049397	ENSSSCG00000054784	ENSSSCG00000054784
ENSSSCT00000078556	ENSSSCG00000034069	ENSSSCG00000034069
ENSSSCT00000093113	ENSSSCG00000060600	ENSSSCG00000060600
ENSSSCT00000099161	ENSSSCG00000057990	ENSSSCG00000057990
ENSSSCT00000094584	ENSSSCG00000056177	ENSSSCG00000056177
ENSSSCT00000095661	ENSSSCG00000060688	ENSSSCG00000060688
ENSSSCT00000103701	ENSSSCG00000054425	ENSSSCG00000054425
ENSSSCT00000093519	ENSSSCG00000051884	ENSSSCG00000051884
ENSSSCT00000100852	ENSSSCG00000051812	ENSSSCG00000051812
ENSSSCT00000101731	ENSSSCG00000053820	ENSSSCG00000053820
ENSSSCT00000092680	ENSSSCG00000055252	ENSSSCG00000055252
ENSSSCT00000094825	ENSSSCG00000055622	ENSSSCG00000055622
ENSSSCT00000092770	ENSSSCG00000061734	ENSSSCG00000061734
ENSSSCT00000106523	ENSSSCG00000059196	ENSSSCG00000059196
ENSSSCT00000070205	ENSSSCG00000048151	ENSSSCG00000048151
ENSSSCT00000100558	ENSSSCG00000060257	ENSSSCG00000060257
ENSSSCT00000096694	ENSSSCG00000054884	ENSSSCG00000054884
ENSSSCT00000096984	ENSSSCG00000059462	ENSSSCG00000059462
ENSSSCT00000104262	ENSSSCG00000058077	ENSSSCG00000058077
ENSSSCT00000099037	ENSSSCG00000053207	ENSSSCG00000053207
ENSSSCT00000098129	ENSSSCG00000059330	ENSSSCG00000059330
ENSSSCT00000104392	ENSSSCG00000057193	ENSSSCG00000057193
ENSSSCT00000094559	ENSSSCG00000054752	ENSSSCG00000054752
ENSSSCT00000100448	ENSSSCG00000062419	ENSSSCG00000062419
ENSSSCT00000072723	ENSSSCG00000044321	ENSSSCG00000044321
ENSSSCT00000102264	ENSSSCG00000056204	ENSSSCG00000056204
ENSSSCT00000093095	ENSSSCG00000059253	ENSSSCG00000059253
ENSSSCT00000106872	ENSSSCG00000062578	ENSSSCG00000062578
ENSSSCT00000106387	ENSSSCG00000061619	ENSSSCG00000061619
ENSSSCT00000083353	ENSSSCG00000049605	ENSSSCG00000049605
ENSSSCT00000074487	ENSSSCG00000043468	ENSSSCG00000043468
ENSSSCT00000067276	ENSSSCG00000047328	ENSSSCG00000047328
ENSSSCT00000098766	ENSSSCG00000060617	U6
ENSSSCT00000094339	ENSSSCG00000060335	U6
ENSSSCT00000100585	ENSSSCG00000004989	FBXO33
ENSSSCT00000005503	ENSSSCG00000004989	FBXO33
ENSSSCT00000095834	ENSSSCG00000060343	ENSSSCG00000060343
ENSSSCT00000105909	ENSSSCG00000055452	ENSSSCG00000055452
ENSSSCT00000096040	ENSSSCG00000060182	ENSSSCG00000060182
ENSSSCT00000088938	ENSSSCG00000050191	ENSSSCG00000050191
ENSSSCT00000091598	ENSSSCG00000044382	ENSSSCG00000044382
ENSSSCT00000104491	ENSSSCG00000060848	ENSSSCG00000060848
ENSSSCT00000076341	ENSSSCG00000050768	ENSSSCG00000050768
ENSSSCT00000093475	ENSSSCG00000053104	ENSSSCG00000053104
ENSSSCT00000105677	ENSSSCG00000058598	ENSSSCG00000058598
ENSSSCT00000097666	ENSSSCG00000062021	ENSSSCG00000062021
ENSSSCT00000100274	ENSSSCG00000060152	ENSSSCG00000060152
ENSSSCT00000095055	ENSSSCG00000053633	ENSSSCG00000053633
ENSSSCT00000093771	ENSSSCG00000062595	ENSSSCG00000062595
ENSSSCT00000092405	ENSSSCG00000053742	ENSSSCG00000053742
ENSSSCT00000101278	ENSSSCG00000059000	ENSSSCG00000059000
ENSSSCT00000106336	ENSSSCG00000060666	ENSSSCG00000060666
ENSSSCT00000043675	ENSSSCG00000040442	ENSSSCG00000040442
ENSSSCT00000103548	ENSSSCG00000059856	ENSSSCG00000059856
ENSSSCT00000104294	ENSSSCG00000055598	ENSSSCG00000055598
ENSSSCT00000101747	ENSSSCG00000057301	ENSSSCG00000057301
ENSSSCT00000092867	ENSSSCG00000061086	ENSSSCG00000061086
ENSSSCT00000094729	ENSSSCG00000055014	ENSSSCG00000055014
ENSSSCT00000097122	ENSSSCG00000060731	ENSSSCG00000060731
ENSSSCT00000094525	ENSSSCG00000056642	ENSSSCG00000056642
ENSSSCT00000100734	ENSSSCG00000052850	ENSSSCG00000052850
ENSSSCT00000096286	ENSSSCG00000062224	ENSSSCG00000062224
ENSSSCT00000105412	ENSSSCG00000055457	ENSSSCG00000055457
ENSSSCT00000067876	ENSSSCG00000049454	ENSSSCG00000049454
ENSSSCT00000094343	ENSSSCG00000054354	ENSSSCG00000054354
ENSSSCT00000097404	ENSSSCG00000061353	ENSSSCG00000061353
ENSSSCT00000093867	ENSSSCG00000060066	ENSSSCG00000060066
ENSSSCT00000099498	ENSSSCG00000059984	ENSSSCG00000059984
ENSSSCT00000067647	ENSSSCG00000041908	ENSSSCG00000041908
ENSSSCT00000093436	ENSSSCG00000053960	ENSSSCG00000053960
ENSSSCT00000080849	ENSSSCG00000044170	ENSSSCG00000044170
ENSSSCT00000094284	ENSSSCG00000060950	ENSSSCG00000060950
ENSSSCT00000100113	ENSSSCG00000057103	ENSSSCG00000057103
ENSSSCT00000075246	ENSSSCG00000050242	ENSSSCG00000050242
ENSSSCT00000102600	ENSSSCG00000063030	ENSSSCG00000063030
ENSSSCT00000098234	ENSSSCG00000054095	ENSSSCG00000054095
ENSSSCT00000103633	ENSSSCG00000056908	ENSSSCG00000056908
ENSSSCT00000092644	ENSSSCG00000058062	ENSSSCG00000058062
ENSSSCT00000104779	ENSSSCG00000061170	ENSSSCG00000061170
ENSSSCT00000103074	ENSSSCG00000059824	ENSSSCG00000059824
ENSSSCT00000106157	ENSSSCG00000053323	ENSSSCG00000053323
ENSSSCT00000100181	ENSSSCG00000059487	ENSSSCG00000059487
ENSSSCT00000096612	ENSSSCG00000059726	ENSSSCG00000059726
ENSSSCT00000106026	ENSSSCG00000061382	ENSSSCG00000061382
ENSSSCT00000095344	ENSSSCG00000054980	ENSSSCG00000054980
ENSSSCT00000021182	ENSSSCG00000019587	SNORD18
ENSSSCT00000021735	ENSSSCG00000020140	ENSSSCG00000020140
ENSSSCT00000020688	ENSSSCG00000019093	SNORD16
ENSSSCT00000021404	ENSSSCG00000019809	SNORD18
ENSSSCT00000021544	ENSSSCG00000019949	SNORD16
ENSSSCT00000021688	ENSSSCG00000020093	ENSSSCG00000020093
ENSSSCT00000019925	ENSSSCG00000018330	U2
ENSSSCT00000020521	ENSSSCG00000018926	SNORD18
ENSSSCT00000021367	ENSSSCG00000057654	SNORA70
ENSSSCT00000097169	ENSSSCG00000059941	U6
ENSSSCT00000047477	ENSSSCG00000037346	ENSSSCG00000037346
ENSSSCT00000088168	ENSSSCG00000041493	U2
ENSSSCT00000100279	ENSSSCG00000058228	U6
ENSSSCT00000089759	ENSSSCG00000045277	U2
ENSSSCT00000091884	ENSSSCG00000054231	U6
ENSSSCT00000027553	ENSSSCG00000056451	ENSSSCG00000056451
ENSSSCT00000057779	ENSSSCG00000031095	ssc-mir-339-2
ENSSSCT00000066199	ENSSSCG00000034963	ENSSSCG00000034963
ENSSSCT00000004504	ENSSSCG00000004075	RGS17
ENSSSCT00000087306	ENSSSCG00000004076	MTRF1L
ENSSSCT00000004505	ENSSSCG00000004076	MTRF1L
ENSSSCT00000061652	ENSSSCG00000004077	FBXO5
ENSSSCT00000071576	ENSSSCG00000004077	FBXO5
ENSSSCT00000004536	ENSSSCG00000004101	LRP11
ENSSSCT00000079521	ENSSSCG00000004103	PCMT1
ENSSSCT00000004538	ENSSSCG00000004103	PCMT1
ENSSSCT00000071292	ENSSSCG00000004103	PCMT1
ENSSSCT00000004873	ENSSSCG00000004410	ENSSSCG00000004410
ENSSSCT00000076736	ENSSSCG00000004105	NUP43
ENSSSCT00000004540	ENSSSCG00000004105	NUP43
ENSSSCT00000052785	ENSSSCG00000004105	NUP43
ENSSSCT00000079902	ENSSSCG00000004105	NUP43
ENSSSCT00000045750	ENSSSCG00000033739	ENSSSCG00000033739
ENSSSCT00000094962	ENSSSCG00000004405	FIG4
ENSSSCT00000103888	ENSSSCG00000004405	FIG4
ENSSSCT00000091698	ENSSSCG00000004405	FIG4
ENSSSCT00000047387	ENSSSCG00000004405	FIG4
ENSSSCT00000031596	ENSSSCG00000004405	FIG4
ENSSSCT00000081749	ENSSSCG00000004405	FIG4
ENSSSCT00000004868	ENSSSCG00000004405	FIG4
ENSSSCT00000004500	ENSSSCG00000004071	ENSSSCG00000004071
ENSSSCT00000102565	ENSSSCG00000046319	IPCEF1
ENSSSCT00000081158	ENSSSCG00000046319	IPCEF1
ENSSSCT00000065374	ENSSSCG00000004074	OPRM1
ENSSSCT00000086175	ENSSSCG00000004074	OPRM1
ENSSSCT00000004503	ENSSSCG00000004074	OPRM1
ENSSSCT00000004535	ENSSSCG00000026042	ULBP1
ENSSSCT00000004529	ENSSSCG00000004096	ENSSSCG00000004096
ENSSSCT00000077619	ENSSSCG00000041378	ENSSSCG00000041378
ENSSSCT00000004869	ENSSSCG00000004406	ENSSSCG00000004406
ENSSSCT00000068952	ENSSSCG00000004113	STXBP5
ENSSSCT00000004548	ENSSSCG00000004113	STXBP5
ENSSSCT00000090598	ENSSSCG00000004113	STXBP5
ENSSSCT00000047188	ENSSSCG00000004113	STXBP5
ENSSSCT00000061868	ENSSSCG00000004113	STXBP5
ENSSSCT00000079679	ENSSSCG00000004113	STXBP5
ENSSSCT00000059358	ENSSSCG00000004113	STXBP5
ENSSSCT00000079584	ENSSSCG00000004113	STXBP5
ENSSSCT00000055065	ENSSSCG00000004404	ENSSSCG00000004404
ENSSSCT00000004867	ENSSSCG00000004404	ENSSSCG00000004404
ENSSSCT00000046475	ENSSSCG00000004403	CDC40
ENSSSCT00000043886	ENSSSCG00000004402	METTL24
